word,freq,pred_class,prob_raw,prob_cal,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
psa,1,NAME-M,0.979,0.662,0.003,0.979,0.017,0.000,0.000
pucsina,1,NAME-M,0.983,0.662,0.001,0.983,0.016,0.000,0.000
pucsinial,1,NAME-F,0.981,0.662,0.981,0.019,0.000,0.000,0.000
pucsiniesa,1,NAME-M,0.999,0.662,0.000,0.999,0.000,0.000,0.000
pufasa,1,NAME-M,0.988,0.662,0.006,0.988,0.006,0.000,0.000
puinel,1,NAME-M,0.903,0.662,0.066,0.903,0.031,0.000,0.000
puiniel,1,NAME-M,0.924,0.662,0.034,0.924,0.042,0.000,0.000
pulfnas,1,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
pulfnasa,3,NAME-M,0.952,0.662,0.048,0.952,0.000,0.000,0.000
pulfnial,2,NAME-F,0.998,0.662,0.998,0.002,0.000,0.000,0.000
pulias,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
puliasa,1,NAME-M,0.931,0.662,0.069,0.931,0.000,0.000,0.000
pum,1,OTHER,0.971,0.662,0.000,0.029,0.971,0.000,0.000
pumpna,1,NAME-M,0.955,0.662,0.000,0.955,0.044,0.000,0.000
pumpnalisa,1,NAME-M,0.934,0.662,0.065,0.934,0.000,0.000,0.000
pumpual,2,NAME-M,0.942,0.662,0.050,0.942,0.008,0.000,0.000
pumpuniesa,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
punpu,1,OTHER,0.969,0.662,0.000,0.031,0.969,0.000,0.000
puntas,1,NAME-M,0.993,0.662,0.000,0.993,0.007,0.000,0.000
pupainial,1,NAME-F,0.901,0.662,0.901,0.099,0.000,0.000,0.000
puparas,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
pupiasa,1,NAME-M,0.990,0.662,0.010,0.990,0.000,0.000,0.000
puplia,1,NAME-M,0.938,0.662,0.052,0.938,0.010,0.000,0.000
puplinas,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
puplinial,2,NAME-F,0.965,0.662,0.965,0.035,0.000,0.000,0.000
pupliza,1,NAME-M,0.994,0.662,0.001,0.994,0.005,0.000,0.000
puplnas,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
puplnial,1,NAME-F,0.957,0.662,0.957,0.043,0.000,0.000,0.000
pupnas,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
pupuial,1,NAME-F,0.948,0.662,0.948,0.052,0.000,0.000,0.000
purcesa,1,NAME-M,0.996,0.662,0.001,0.996,0.002,0.000,0.000
purnas,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
purnial,5,NAME-F,0.966,0.662,0.966,0.034,0.000,0.000,0.000
purthies,2,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
puruniesa,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
puspmas,1,NAME-M,0.981,0.662,0.000,0.981,0.019,0.000,0.000
putina,2,NAME-M,0.962,0.662,0.000,0.962,0.037,0.000,0.000
putinas,2,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
putnam,1,OTHER,0.902,0.662,0.002,0.096,0.902,0.000,0.000
pvblis,1,NAME-M,0.977,0.662,0.007,0.977,0.017,0.000,0.000
pvrneial,1,NAME-F,0.998,0.662,0.998,0.002,0.000,0.000,0.000
qupes,1,NAME-M,0.981,0.662,0.000,0.981,0.019,0.000,0.000
qurianas,1,NAME-M,0.974,0.662,0.000,0.974,0.026,0.000,0.000
qurtunias,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
qutum,2,OTHER,0.997,0.662,0.000,0.003,0.997,0.000,0.000
qutumutha,1,OTHER,0.922,0.662,0.000,0.078,0.922,0.000,0.000
qutus,1,NAME-M,0.915,0.662,0.000,0.915,0.084,0.000,0.000
qvaistor,1,OTHER,0.997,0.662,0.002,0.000,0.997,0.000,0.000
rach,2,OTHER,0.935,0.662,0.000,0.064,0.935,0.000,0.000
rache,1,OTHER,0.996,0.662,0.000,0.004,0.996,0.000,0.000
racvanies,1,NAME-M,0.974,0.662,0.000,0.974,0.026,0.000,0.000
rafanesa,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
rafes,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
raikas,1,NAME-M,0.925,0.662,0.000,0.925,0.075,0.000,0.000
raipethnial,1,NAME-F,0.935,0.662,0.935,0.065,0.000,0.000,0.000
rakalus,1,NAME-M,0.982,0.662,0.000,0.982,0.018,0.000,0.000
ram,1,OTHER,0.968,0.662,0.000,0.031,0.968,0.000,0.000
ramathas,3,NAME-M,0.991,0.662,0.000,0.991,0.009,0.000,0.000
ramthasa,1,NAME-M,0.996,0.662,0.003,0.996,0.001,0.000,0.000
ramthasc,1,NAME-M,0.985,0.662,0.001,0.985,0.013,0.000,0.000
ramthial,3,NAME-F,0.921,0.662,0.921,0.079,0.000,0.000,0.000
ramuthas,2,NAME-M,0.993,0.662,0.000,0.993,0.007,0.000,0.000
ramuthasi,1,NAME-M,0.967,0.662,0.000,0.967,0.032,0.000,0.000
ranaza,1,NAME-M,0.968,0.662,0.000,0.968,0.032,0.000,0.000
ranazu,1,NAME-M,0.982,0.662,0.000,0.982,0.018,0.000,0.000
ranthusa,1,NAME-M,0.999,0.662,0.001,0.999,0.001,0.000,0.000
ranvf,1,OTHER,0.916,0.662,0.003,0.081,0.916,0.000,0.000
ranza,1,NAME-M,0.956,0.662,0.000,0.956,0.044,0.000,0.000
rapi,1,NAME-M,0.967,0.662,0.012,0.967,0.022,0.000,0.000
raqunthia,1,NAME-M,0.969,0.662,0.011,0.969,0.020,0.000,0.000
rasna,1,NAME-M,0.927,0.662,0.000,0.927,0.073,0.000,0.000
rasuniesi,1,NAME-M,0.961,0.662,0.002,0.961,0.037,0.000,0.000
rathmsnas,1,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
ratum,2,OTHER,0.978,0.662,0.000,0.022,0.978,0.000,0.000
raufesa,1,NAME-M,0.997,0.662,0.002,0.997,0.002,0.000,0.000
raufial,1,NAME-F,0.924,0.662,0.924,0.076,0.000,0.000,0.000
raufias,2,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
raufies,1,NAME-M,0.991,0.662,0.000,0.991,0.009,0.000,0.000
ravfia,1,NAME-M,0.964,0.662,0.011,0.964,0.025,0.000,0.000
ravntza,1,NAME-M,0.993,0.662,0.000,0.993,0.007,0.000,0.000
ravzus,1,NAME-M,0.989,0.662,0.000,0.989,0.011,0.000,0.000
razies,1,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
rcnas,1,NAME-M,0.989,0.662,0.000,0.989,0.011,0.000,0.000
recial,1,NAME-F,0.928,0.662,0.928,0.071,0.001,0.000,0.000
reenthss,1,OTHER,0.921,0.662,0.000,0.079,0.921,0.000,0.000
reices,1,NAME-M,0.932,0.662,0.000,0.932,0.068,0.000,0.000
remnial,1,NAME-F,0.989,0.662,0.989,0.011,0.000,0.000,0.000
remsnas,1,NAME-M,0.995,0.662,0.000,0.995,0.005,0.000,0.000
remznal,1,NAME-F,0.997,0.662,0.997,0.003,0.000,0.000,0.000
remznei,1,NAME-F,1.000,0.662,1.000,0.000,0.000,0.000,0.000
remzneial,4,NAME-F,0.999,0.662,0.999,0.001,0.000,0.000,0.000
renethich,1,OTHER,0.906,0.662,0.002,0.091,0.906,0.000,0.000
renines,2,NAME-M,0.996,0.662,0.000,0.996,0.003,0.000,0.000
renthnas,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
repias,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
resciunias,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
resnas,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
resnasa,2,NAME-M,0.995,0.662,0.004,0.995,0.001,0.000,0.000
restias,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
restumnialisasa,1,NAME-M,0.959,0.662,0.041,0.959,0.000,0.000,0.000
resucusa,1,NAME-M,0.997,0.662,0.002,0.997,0.001,0.000,0.000
resuial,1,NAME-F,0.955,0.662,0.955,0.044,0.000,0.000,0.000
reustial,1,NAME-F,0.989,0.662,0.989,0.011,0.000,0.000,0.000
reuthnial,1,NAME-F,0.985,0.662,0.985,0.015,0.000,0.000,0.000
rezusa,1,NAME-M,0.996,0.662,0.004,0.996,0.001,0.000,0.000
rinei,1,NAME-F,0.997,0.662,0.997,0.003,0.000,0.000,0.000
rinial,1,NAME-F,0.994,0.662,0.994,0.006,0.000,0.000,0.000
rinthunal,1,NAME-F,0.947,0.662,0.947,0.053,0.000,0.000,0.000
rinus,1,NAME-M,0.991,0.662,0.001,0.991,0.008,0.000,0.000
ritapepemaissinake,1,NAME-M,0.905,0.662,0.027,0.905,0.067,0.000,0.000
rithnai,5,NAME-F,0.946,0.662,0.946,0.032,0.022,0.000,0.000
riti,2,NAME-F,0.977,0.662,0.977,0.015,0.008,0.000,0.000
ritieikanlsa,1,NAME-M,0.911,0.662,0.054,0.911,0.035,0.000,0.000
ritnas,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
riuties,1,NAME-M,0.977,0.662,0.000,0.977,0.023,0.000,0.000
rlch,1,OTHER,0.992,0.662,0.000,0.008,0.992,0.000,0.000
rlptch,1,OTHER,0.979,0.662,0.002,0.019,0.979,0.000,0.000
rnal,1,NAME-F,0.906,0.662,0.906,0.093,0.001,0.000,0.000
rnei,1,NAME-F,0.971,0.662,0.971,0.021,0.008,0.000,0.000
romanom,1,OTHER,1.000,0.662,0.000,0.000,1.000,0.000,0.000
rputzs,1,NAME-M,0.964,0.662,0.002,0.964,0.035,0.000,0.000
rsnei,1,NAME-F,0.999,0.662,0.999,0.000,0.000,0.000,0.000
rth,1,NAME-M,0.930,0.662,0.000,0.930,0.070,0.000,0.000
rthal,1,NAME-F,0.939,0.662,0.939,0.060,0.000,0.000,0.000
rthveteline,1,NAME-M,0.999,0.662,0.001,0.999,0.001,0.000,0.000
rufe,2,OTHER,0.988,0.662,0.000,0.012,0.988,0.000,0.000
rumates,1,NAME-M,0.984,0.662,0.000,0.984,0.016,0.000,0.000
runas,1,NAME-M,0.965,0.662,0.000,0.965,0.035,0.000,0.000
runial,1,NAME-F,0.933,0.662,0.933,0.066,0.000,0.000,0.000
rus,1,NAME-M,0.971,0.662,0.000,0.971,0.029,0.000,0.000
rusina,3,NAME-M,0.988,0.662,0.000,0.988,0.012,0.000,0.000
rutania,1,NAME-M,0.904,0.662,0.076,0.904,0.020,0.000,0.000
rutilni,1,NAME-F,0.939,0.662,0.939,0.037,0.023,0.000,0.000
rutmatesa,1,NAME-M,0.988,0.662,0.002,0.988,0.010,0.000,0.000
rutsnisla,1,NAME-M,0.976,0.662,0.019,0.976,0.005,0.000,0.000
ruvf,1,OTHER,0.955,0.662,0.001,0.044,0.955,0.000,0.000
ruvsinasa,1,NAME-M,0.999,0.662,0.001,0.999,0.000,0.000,0.000
ruze,3,OTHER,0.984,0.662,0.000,0.016,0.984,0.000,0.000
sachus,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
sacni,1,NAME-F,0.989,0.662,0.989,0.011,0.000,0.000,0.000
sacnics,1,NAME-M,0.960,0.662,0.023,0.960,0.017,0.000,0.000
sacnicstres,4,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
sacniu,1,NAME-M,0.968,0.662,0.011,0.968,0.020,0.000,0.000
sacrial,1,NAME-F,0.988,0.662,0.988,0.012,0.000,0.000,0.000
saeial,1,NAME-F,0.943,0.662,0.943,0.057,0.000,0.000,0.000
saeinial,1,NAME-F,0.992,0.662,0.992,0.008,0.000,0.000,0.000
salias,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
salie,1,NAME-M,0.980,0.662,0.007,0.980,0.012,0.000,0.000
saliesa,1,NAME-M,0.992,0.662,0.008,0.992,0.000,0.000,0.000
salinal,1,NAME-F,0.990,0.662,0.990,0.010,0.000,0.000,0.000
salinei,1,NAME-F,1.000,0.662,1.000,0.000,0.000,0.000,0.000
salini,2,NAME-F,0.973,0.662,0.973,0.027,0.000,0.000,0.000
salinis,1,NAME-M,0.973,0.662,0.026,0.973,0.001,0.000,0.000
salintas,1,NAME-M,0.998,0.662,0.002,0.998,0.000,0.000,0.000
salt,1,NAME-M,0.956,0.662,0.039,0.956,0.005,0.000,0.000
salvial,1,NAME-F,0.986,0.662,0.986,0.014,0.000,0.000,0.000
salvisprechu,1,NAME-M,0.994,0.662,0.003,0.994,0.003,0.000,0.000
sancve,1,NAME-M,0.977,0.662,0.011,0.977,0.012,0.000,0.000
sane,1,NAME-M,0.964,0.662,0.003,0.964,0.033,0.000,0.000
sanisthu,1,NAME-M,0.994,0.662,0.001,0.994,0.005,0.000,0.000
sansl,1,NAME-M,0.984,0.662,0.015,0.984,0.001,0.000,0.000
santasethfath,1,NAME-M,0.968,0.662,0.000,0.968,0.032,0.000,0.000
santhatneial,1,NAME-F,0.990,0.662,0.990,0.010,0.000,0.000,0.000
santi,2,NAME-F,0.914,0.662,0.914,0.078,0.008,0.000,0.000
santic,1,NAME-M,0.922,0.662,0.058,0.922,0.020,0.000,0.000
santisas,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
sapicnal,1,NAME-F,0.946,0.662,0.946,0.054,0.000,0.000,0.000
sapinias,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
sapu,1,NAME-M,0.993,0.662,0.001,0.993,0.006,0.000,0.000
sapusa,1,NAME-M,0.996,0.662,0.004,0.996,0.000,0.000,0.000
sar,1,NAME-M,0.982,0.662,0.003,0.982,0.015,0.000,0.000
sara,1,NAME-M,0.958,0.662,0.007,0.958,0.035,0.000,0.000
sarc,2,NAME-M,0.981,0.662,0.014,0.981,0.005,0.000,0.000
sarsnaus,1,NAME-M,0.998,0.662,0.001,0.998,0.001,0.000,0.000
sarve,1,NAME-M,0.936,0.662,0.036,0.936,0.028,0.000,0.000
sasas,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
satharase,1,NAME-M,0.984,0.662,0.001,0.984,0.015,0.000,0.000
sathiaavcinas,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
sathnas,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
sathneial,1,NAME-F,0.995,0.662,0.995,0.005,0.000,0.000,0.000
sathnpinial,1,NAME-F,0.992,0.662,0.992,0.008,0.000,0.000,0.000
satnas,2,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
satneial,1,NAME-F,0.999,0.662,0.999,0.001,0.000,0.000,0.000
satnial,1,NAME-F,0.996,0.662,0.996,0.004,0.000,0.000,0.000
satu,1,NAME-M,0.963,0.662,0.002,0.963,0.035,0.000,0.000
saturinies,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
saucnial,1,NAME-F,0.975,0.662,0.975,0.025,0.000,0.000,0.000
sauturine,1,NAME-M,0.985,0.662,0.006,0.985,0.009,0.000,0.000
sauturines,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
sauturini,2,NAME-F,0.913,0.662,0.913,0.086,0.001,0.000,0.000
savlasiesi,1,NAME-M,0.997,0.662,0.002,0.997,0.001,0.000,0.000
savpunias,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
savras,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
savuitis,1,NAME-M,0.965,0.662,0.011,0.965,0.024,0.000,0.000
sazleis,2,NAME-M,0.992,0.662,0.002,0.992,0.006,0.000,0.000
scana,1,NAME-M,0.953,0.662,0.002,0.953,0.045,0.000,0.000
scanin,4,NAME-M,0.986,0.662,0.007,0.986,0.007,0.000,0.000
scanusnasa,1,NAME-M,0.997,0.662,0.003,0.997,0.000,0.000,0.000
scarithar,1,NAME-M,0.935,0.662,0.008,0.935,0.057,0.000,0.000
scevas,6,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
scirias,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
scrofae,1,OTHER,0.937,0.662,0.000,0.063,0.937,0.000,0.000
scuchie,1,NAME-M,0.901,0.662,0.001,0.901,0.098,0.000,0.000
scurfius,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
seate,1,NAME-M,0.946,0.662,0.003,0.946,0.052,0.000,0.000
sec,3,NAME-M,0.917,0.662,0.002,0.917,0.082,0.000,0.000
sechis,1,NAME-M,0.985,0.662,0.000,0.985,0.014,0.000,0.000
seiante,4,NAME-M,0.994,0.662,0.004,0.994,0.002,0.000,0.000
seianti,3,NAME-F,0.939,0.662,0.939,0.061,0.000,0.000,0.000
seiantial,2,NAME-F,0.976,0.662,0.976,0.024,0.000,0.000,0.000
seiate,1,NAME-M,0.952,0.662,0.021,0.952,0.027,0.000,0.000
seiathial,1,NAME-F,0.986,0.662,0.986,0.014,0.000,0.000,0.000
seiatial,1,NAME-F,0.993,0.662,0.993,0.007,0.000,0.000,0.000
seimes,1,NAME-M,0.956,0.662,0.001,0.956,0.043,0.000,0.000
seinal,1,NAME-F,0.937,0.662,0.937,0.063,0.000,0.000,0.000
seires,1,NAME-M,0.995,0.662,0.000,0.995,0.005,0.000,0.000
seitithas,1,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
seitithi,1,NAME-F,0.969,0.662,0.969,0.019,0.012,0.000,0.000
seitithialisa,1,NAME-F,0.928,0.662,0.928,0.072,0.000,0.000,0.000
seitithiialisa,1,NAME-F,0.960,0.662,0.960,0.040,0.000,0.000,0.000
sektaluial,1,NAME-F,0.964,0.662,0.964,0.036,0.000,0.000,0.000
sel,1,NAME-M,0.987,0.662,0.001,0.987,0.013,0.000,0.000
selasva,1,NAME-M,0.979,0.662,0.000,0.979,0.021,0.000,0.000
selcias,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
selnas,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
selvansl,2,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
selvanzlenizpetla,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
semna,1,NAME-M,0.972,0.662,0.000,0.972,0.028,0.000,0.000
semphalchls,1,NAME-M,0.957,0.662,0.001,0.957,0.043,0.000,0.000
semphs,1,NAME-M,0.979,0.662,0.000,0.979,0.021,0.000,0.000
semtnial,1,NAME-F,0.978,0.662,0.978,0.022,0.000,0.000,0.000
semusathnis,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
senithnas,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
sentiniatial,1,NAME-F,0.953,0.662,0.953,0.047,0.000,0.000,0.000
senus,1,NAME-M,0.992,0.662,0.000,0.992,0.008,0.000,0.000
seojmsa,1,NAME-M,0.962,0.662,0.032,0.962,0.006,0.000,0.000
sepeslsa,1,NAME-M,0.990,0.662,0.010,0.990,0.001,0.000,0.000
sepiasa,1,NAME-M,0.967,0.662,0.033,0.967,0.000,0.000,0.000
sepiesa,2,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
sepres,1,NAME-M,0.994,0.662,0.000,0.994,0.006,0.000,0.000
sepresa,1,NAME-M,0.996,0.662,0.003,0.996,0.001,0.000,0.000
seprsneial,1,NAME-F,0.999,0.662,0.999,0.001,0.000,0.000,0.000
septesa,1,NAME-M,0.998,0.662,0.002,0.998,0.000,0.000,0.000
septimios,1,NAME-M,0.905,0.662,0.000,0.905,0.095,0.000,0.000
seril,1,NAME-M,0.947,0.662,0.032,0.947,0.021,0.000,0.000
serturial,1,NAME-F,0.932,0.662,0.932,0.068,0.000,0.000,0.000
serturialclan,1,NAME-M,0.917,0.662,0.062,0.917,0.021,0.000,0.000
serturies,1,NAME-M,0.994,0.662,0.000,0.994,0.006,0.000,0.000
serturiesi,1,NAME-M,0.940,0.662,0.009,0.940,0.051,0.000,0.000
serturna,1,NAME-M,0.976,0.662,0.001,0.976,0.023,0.000,0.000
serturnial,2,NAME-F,0.938,0.662,0.938,0.062,0.000,0.000,0.000
sesa,1,NAME-M,0.997,0.662,0.000,0.997,0.002,0.000,0.000
sesctna,1,NAME-M,0.999,0.662,0.000,0.999,0.000,0.000,0.000
sesctnial,1,NAME-F,0.913,0.662,0.913,0.087,0.000,0.000,0.000
sesepnas,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
sesiu,1,NAME-M,0.979,0.662,0.000,0.979,0.021,0.000,0.000
sethnasa,1,NAME-M,0.998,0.662,0.002,0.998,0.000,0.000,0.000
sethres,6,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
sethrna,4,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
sethrnasa,1,NAME-M,0.999,0.662,0.001,0.999,0.000,0.000,0.000
sethumsalthc,1,NAME-M,0.997,0.662,0.001,0.997,0.002,0.000,0.000
sethus,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
sethusasasa,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
seticu,1,NAME-M,0.994,0.662,0.001,0.994,0.005,0.000,0.000
setiena,1,NAME-M,0.943,0.662,0.000,0.943,0.057,0.000,0.000
setiu,2,NAME-M,0.993,0.662,0.000,0.993,0.007,0.000,0.000
setres,1,NAME-M,0.991,0.662,0.000,0.991,0.009,0.000,0.000
setrias,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
setumneial,1,NAME-F,0.906,0.662,0.906,0.094,0.000,0.000,0.000
sezine,1,NAME-M,0.943,0.662,0.001,0.943,0.056,0.000,0.000
silaithes,1,NAME-M,0.994,0.662,0.000,0.994,0.005,0.000,0.000
silfetenas,1,NAME-M,0.987,0.662,0.000,0.987,0.013,0.000,0.000
silqetenas,1,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
silvanz,1,NAME-M,0.939,0.662,0.009,0.939,0.051,0.000,0.000
simlch,1,OTHER,0.941,0.662,0.001,0.058,0.941,0.000,0.000
sin,3,NAME-M,0.952,0.662,0.001,0.952,0.047,0.000,0.000
sina,1,NAME-M,0.911,0.662,0.001,0.911,0.088,0.000,0.000
sinineialisa,1,NAME-F,0.995,0.662,0.995,0.005,0.000,0.000,0.000
sinistrorsvme,1,OTHER,0.935,0.662,0.049,0.016,0.935,0.000,0.000
sinivelu,1,NAME-M,0.971,0.662,0.005,0.971,0.025,0.000,0.000
sinu,1,NAME-M,0.975,0.662,0.005,0.975,0.020,0.000,0.000
sipinaial,1,NAME-F,0.995,0.662,0.995,0.005,0.000,0.000,0.000
sipirsi,1,NAME-F,0.918,0.662,0.918,0.031,0.051,0.000,0.000
siprisnies,1,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
sisfe,1,OTHER,0.959,0.662,0.001,0.041,0.959,0.000,0.000
sithu,1,NAME-M,0.938,0.662,0.001,0.938,0.061,0.000,0.000
sithurnas,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
skrvre,1,OTHER,0.973,0.662,0.000,0.027,0.973,0.000,0.000
slaithes,2,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
slaithesa,1,NAME-M,0.998,0.662,0.002,0.998,0.000,0.000,0.000
slanzu,1,NAME-M,0.996,0.662,0.000,0.996,0.004,0.000,0.000
slapinas,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
slapinasfavinuflispurtneisnafinthu,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
slaplnafi,1,NAME-M,0.996,0.662,0.002,0.996,0.001,0.000,0.000
slathnu,1,NAME-M,0.972,0.662,0.001,0.972,0.026,0.000,0.000
sleparies,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
sminthiakske,1,NAME-M,0.953,0.662,0.001,0.953,0.045,0.000,0.000
sna,1,NAME-M,0.927,0.662,0.001,0.927,0.073,0.000,0.000
snei,1,NAME-F,0.977,0.662,0.977,0.022,0.001,0.000,0.000
snenaz,1,NAME-M,0.934,0.662,0.030,0.934,0.037,0.000,0.000
snute,1,NAME-M,0.919,0.662,0.004,0.919,0.077,0.000,0.000
snuzain,1,NAME-M,0.944,0.662,0.004,0.944,0.052,0.000,0.000
sociaiofetchoskaiosvelosamanossalvetosalveseiteiofeteqemeneseiseie,1,THEO,0.983,0.662,0.001,0.002,0.015,0.983,0.000
spantus,1,NAME-M,0.994,0.662,0.000,0.994,0.006,0.000,0.000
sparza,1,NAME-M,0.995,0.662,0.001,0.995,0.004,0.000,0.000
sparzestis,2,NAME-M,0.998,0.662,0.001,0.998,0.001,0.000,0.000
sparzete,1,NAME-M,0.967,0.662,0.004,0.967,0.029,0.000,0.000
specas,1,NAME-M,0.987,0.662,0.000,0.987,0.013,0.000,0.000
spitus,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
splaturial,1,NAME-F,0.971,0.662,0.971,0.028,0.000,0.000,0.000
spuarinial,1,NAME-F,0.982,0.662,0.982,0.018,0.000,0.000,0.000
spuninasii,1,NAME-M,0.963,0.662,0.020,0.963,0.017,0.000,0.000
spurana,2,NAME-M,0.953,0.662,0.000,0.953,0.047,0.000,0.000
spurestres,7,NAME-M,0.985,0.662,0.000,0.985,0.015,0.000,0.000
spurestresc,3,NAME-M,0.914,0.662,0.009,0.914,0.077,0.000,0.000
spurianas,2,NAME-M,0.987,0.662,0.000,0.987,0.013,0.000,0.000
spurias,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
spuriesasa,1,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
spuriies,1,NAME-M,0.989,0.662,0.000,0.989,0.011,0.000,0.000
spurina,2,NAME-M,0.951,0.662,0.002,0.951,0.048,0.000,0.000
spurinas,5,NAME-M,1.000,0.662,0.000,1.000,0.000,0.000,0.000
spurinial,1,NAME-F,0.992,0.662,0.992,0.008,0.000,0.000,0.000
spurinies,1,NAME-M,0.986,0.662,0.000,0.986,0.014,0.000,0.000
spurtn,1,NAME-M,0.959,0.662,0.013,0.959,0.028,0.000,0.000
squlias,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
ssr,1,OTHER,0.949,0.662,0.001,0.050,0.949,0.000,0.000
stalanes,1,NAME-M,0.998,0.662,0.000,0.998,0.002,0.000,0.000
stasurcnas,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
staties,3,NAME-M,0.940,0.662,0.000,0.940,0.060,0.000,0.000
statinei,1,NAME-F,0.997,0.662,0.997,0.003,0.000,0.000,0.000
statlanes,3,NAME-M,0.997,0.662,0.000,0.997,0.003,0.000,0.000
steniasa,1,NAME-M,0.962,0.662,0.038,0.962,0.000,0.000,0.000
steprnial,1,NAME-F,0.996,0.662,0.996,0.004,0.000,0.000,0.000
steprnies,1,NAME-M,0.991,0.662,0.000,0.991,0.009,0.000,0.000
sterthinas,1,NAME-M,0.999,0.662,0.000,0.999,0.001,0.000,0.000
sthnuvlthathsa,1,NAME-M,0.995,0.662,0.000,0.995,0.004,0.000,0.000
stial,1,NAME-F,0.986,0.662,0.986,0.014,0.000,0.000,0.000
succursale,1,NAME-M,0.976,0.662,0.007,0.976,0.016,0.000,0.000
sucivn,1,NAME-M,0.953,0.662,0.001,0.953,0.046,0.000,0.000
sucneialisa,1,NAME-F,0.980,0.662,0.980,0.020,0.000,0.000,0.000
